age,race,sex,hours-per-week,native-country
27,White,Male,12,United-States
28,White,Female,40,Nicaragua
50,White,Male,60,United-States
28,White,Male,35,United-States
61,White,Male,20,United-States
32,White,Female,35,United-States
30,White,Male,40,United-States
51,White,Female,40,United-States
40,White,Male,40,United-States
36,White,Male,70,United-States
28,Black,Male,24,United-States
49,White,Male,45,United-States
61,White,Male,30,United-States
41,White,Male,60,United-States
55,White,Female,30,United-States
36,White,Female,40,United-States
21,White,Female,40,United-States
57,White,Male,45,United-States
49,White,Male,37,United-States
59,White,Male,40,United-States
41,White,Male,80,United-States
59,White,Male,40,United-States
20,White,Male,25,United-States
42,Black,Female,40,United-States
41,White,Female,60,United-States
45,White,Male,50,United-States
36,Asian-Pac-Islander,Female,40,?
42,White,Female,45,United-States
25,White,Male,40,United-States
45,White,Male,40,United-States
58,White,Male,40,United-States
39,White,Male,40,United-States
34,White,Male,40,United-States
22,White,Male,40,United-States
44,White,Male,50,United-States
53,White,Female,40,United-States
22,Black,Male,40,?
27,White,Male,40,Guatemala
60,White,Female,25,United-States
46,White,Male,40,United-States
56,White,Male,40,United-States
36,White,Male,40,United-States
56,White,Female,32,United-States
35,Asian-Pac-Islander,Male,40,Philippines
29,White,Male,70,United-States
19,White,Male,39,United-States
38,White,Male,40,United-States
40,White,Male,40,United-States
52,White,Male,55,United-States
22,White,Female,40,United-States
32,White,Female,25,United-States
27,White,Female,40,United-States
25,White,Female,40,Guatemala
36,Other,Male,40,Iran
22,Amer-Indian-Eskimo,Male,40,United-States
32,White,Male,45,United-States
37,Black,Female,40,United-States
22,White,Male,54,United-States
29,White,Female,40,United-States
42,White,Male,25,United-States
45,White,Female,38,United-States
33,White,Female,45,United-States
39,White,Female,40,United-States
27,White,Male,45,United-States
53,White,Female,50,United-States
30,White,Female,40,United-States
52,Black,Male,35,United-States
43,White,Male,60,United-States
47,White,Male,35,United-States
61,Black,Male,40,India
39,Black,Male,40,Dominican-Republic
47,White,Male,50,United-States
19,White,Male,25,United-States
37,White,Male,40,United-States
31,White,Male,51,United-States
69,White,Male,8,United-States
22,White,Male,25,United-States
29,White,Male,40,United-States
24,Other,Male,14,United-States
42,White,Male,40,Poland
30,White,Male,72,United-States
28,White,Female,80,United-States
27,White,Male,40,United-States
53,Black,Female,40,United-States
35,White,Male,40,United-States
22,White,Male,40,United-States
25,Black,Male,40,United-States
38,Black,Female,40,United-States
27,White,Female,35,United-States
30,White,Male,37,United-States
27,White,Female,50,United-States
25,White,Male,40,United-States
36,White,Female,4,United-States
32,White,Female,40,United-States
70,White,Male,45,United-States
50,White,Male,40,United-States
40,White,Female,35,United-States
34,Black,Male,55,United-States
57,White,Male,50,United-States
39,White,Female,32,United-States
49,White,Female,40,United-States
43,White,Male,40,United-States
26,White,Female,45,United-States
31,Black,Female,40,Japan
60,White,Male,50,United-States
46,White,Male,50,United-States
26,White,Male,55,United-States
27,White,Female,40,United-States
31,Black,Female,40,United-States
59,White,Female,50,United-States
19,White,Female,20,United-States
18,White,Female,24,United-States
22,White,Male,45,United-States
24,White,Female,20,United-States
53,White,Male,40,United-States
43,White,Male,42,United-States
24,White,Male,50,United-States
60,White,Female,40,United-States
24,White,Male,40,United-States
52,Black,Male,40,United-States
32,White,Male,99,United-States
34,White,Female,35,United-States
35,White,Male,40,United-States
38,White,Male,40,Mexico
34,White,Male,90,United-States
53,White,Female,50,United-States
23,White,Female,40,United-States
40,White,Male,40,United-States
40,White,Male,40,United-States
50,White,Male,60,United-States
17,White,Female,20,United-States
53,White,Female,54,United-States
32,White,Male,50,United-States
43,White,Female,40,United-States
18,White,Male,16,United-States
62,White,Female,40,United-States
45,White,Male,40,United-States
46,White,Male,70,United-States
73,White,Male,40,United-States
64,White,Male,60,United-States
26,White,Female,45,United-States
23,White,Male,48,United-States
30,White,Male,40,Vietnam
51,White,Female,40,United-States
35,White,Female,55,United-States
39,White,Female,45,United-States
35,Asian-Pac-Islander,Male,40,India
41,White,Female,40,United-States
31,White,Male,40,United-States
40,White,Male,50,United-States
46,Asian-Pac-Islander,Male,40,Philippines
31,White,Female,30,United-States
41,White,Female,40,Honduras
42,White,Male,40,United-States
23,White,Male,40,United-States
21,White,Male,35,United-States
49,White,Male,45,United-States
53,Black,Male,40,United-States
38,White,Female,43,United-States
36,Asian-Pac-Islander,Female,40,Taiwan
32,White,Male,72,Mexico
20,White,Male,40,Guatemala
17,White,Male,10,United-States
22,Asian-Pac-Islander,Female,32,United-States
25,Amer-Indian-Eskimo,Male,40,United-States
58,White,Male,40,United-States
24,White,Male,20,United-States
48,White,Male,40,United-States
20,White,Male,30,El-Salvador
60,White,Male,40,United-States
20,White,Male,30,United-States
52,White,Male,45,United-States
36,White,Female,40,United-States
46,Asian-Pac-Islander,Male,40,Philippines
22,White,Female,25,United-States
19,White,Female,35,United-States
37,White,Male,40,United-States
30,White,Female,40,United-States
44,White,Male,25,United-States
63,White,Male,25,United-States
22,White,Male,45,Canada
31,White,Male,50,United-States
17,White,Male,40,United-States
21,White,Male,40,United-States
67,White,Male,40,United-States
46,White,Male,40,United-States
29,White,Male,50,United-States
20,White,Female,6,United-States
27,White,Male,24,United-States
35,White,Male,40,United-States
19,White,Female,30,United-States
36,White,Female,40,Mexico
43,White,Male,50,United-States
62,White,Male,40,United-States
28,White,Male,40,Canada
18,White,Female,15,United-States
59,Black,Male,50,United-States
37,White,Male,40,United-States
27,Black,Male,40,United-States
46,White,Female,43,United-States
29,White,Female,42,United-States
33,White,Female,40,United-States
62,White,Male,40,United-States
46,White,Male,55,United-States
28,White,Male,40,United-States
22,White,Female,35,United-States
46,White,Male,40,United-States
54,White,Male,40,United-States
34,White,Male,72,United-States
67,White,Male,20,Canada
62,White,Male,20,United-States
30,White,Male,40,Poland
19,White,Male,20,United-States
49,White,Male,99,United-States
27,White,Male,45,United-States
36,White,Male,50,United-States
52,White,Male,40,United-States
47,White,Female,55,United-States
57,White,Female,40,United-States
64,White,Female,40,United-States
56,White,Male,40,United-States
53,White,Female,47,United-States
53,White,Male,44,United-States
31,Asian-Pac-Islander,Male,40,South
41,White,Male,45,United-States
45,Black,Female,40,United-States
63,White,Male,45,United-States
45,White,Female,40,United-States
23,White,Female,28,United-States
39,White,Male,72,United-States
31,White,Male,40,United-States
35,White,Male,45,United-States
54,White,Male,60,United-States
22,White,Female,40,Mexico
40,White,Female,40,United-States
55,White,Male,40,United-States
31,White,Male,40,United-States
58,White,Male,60,United-States
31,White,Male,99,United-States
46,White,Female,40,United-States
38,White,Male,40,United-States
22,White,Female,25,United-States
17,White,Male,30,United-States
48,White,Male,60,England
73,White,Male,15,United-States
25,White,Male,45,United-States
53,White,Male,40,United-States
46,White,Male,45,United-States
45,Asian-Pac-Islander,Female,25,?
37,Black,Female,40,United-States
30,White,Male,50,United-States
29,White,Male,40,United-States
29,White,Male,40,United-States
75,White,Female,6,United-States
58,White,Male,40,United-States
42,Black,Female,50,United-States
62,Black,Male,24,United-States
45,Asian-Pac-Islander,Male,40,United-States
38,White,Male,40,United-States
36,White,Male,50,United-States
70,White,Female,40,United-States
42,White,Male,30,United-States
47,White,Male,35,United-States
42,White,Male,40,United-States
43,Black,Female,38,United-States
37,White,Male,40,United-States
36,White,Female,39,United-States
27,Black,Female,40,France
54,White,Male,40,Mexico
48,White,Male,40,United-States
29,White,Female,30,United-States
29,White,Male,38,United-States
37,White,Male,47,United-States
55,White,Male,40,United-States
67,Black,Female,20,United-States
51,White,Male,30,United-States
35,White,Female,32,United-States
41,White,Male,40,?
64,White,Female,40,United-States
23,White,Male,55,Mexico
49,Asian-Pac-Islander,Female,35,Philippines
38,White,Male,70,United-States
62,Black,Female,40,United-States
62,White,Male,10,United-States
70,White,Male,14,United-States
45,White,Male,40,United-States
20,White,Female,40,United-States
38,White,Male,48,United-States
50,White,Male,40,United-States
40,Black,Male,55,United-States
30,White,Male,70,United-States
52,White,Female,40,United-States
28,Black,Male,50,United-States
62,White,Male,30,United-States
31,White,Female,40,United-States
40,White,Male,40,United-States
34,White,Female,40,United-States
53,White,Male,40,United-States
42,White,Male,40,United-States
26,White,Male,25,United-States
51,White,Male,40,United-States
49,White,Male,50,United-States
43,White,Male,40,United-States
42,White,Male,40,United-States
31,Asian-Pac-Islander,Female,40,India
26,Other,Male,40,United-States
50,Asian-Pac-Islander,Female,40,Philippines
35,White,Male,40,United-States
37,White,Female,40,United-States
53,White,Male,35,United-States
20,White,Male,16,United-States
31,White,Male,40,United-States
28,White,Male,35,United-States
46,Black,Male,40,United-States
21,White,Female,8,United-States
41,White,Male,70,United-States
30,White,Male,70,United-States
66,White,Male,70,United-States
37,White,Male,60,United-States
74,White,Female,20,United-States
46,Black,Male,70,United-States
51,White,Male,50,United-States
33,White,Male,50,United-States
30,White,Male,40,Mexico
47,White,Male,50,United-States
49,White,Female,40,United-States
53,Black,Female,48,United-States
24,White,Male,40,United-States
54,White,Male,50,United-States
32,White,Male,40,United-States
45,White,Male,45,United-States
46,White,Male,45,United-States
37,White,Male,65,United-States
48,White,Male,61,United-States
25,White,Female,40,United-States
28,White,Female,20,United-States
44,White,Female,36,Puerto-Rico
58,Black,Male,30,United-States
27,White,Female,40,United-States
69,White,Male,8,United-States
38,White,Male,52,United-States
47,Black,Female,40,United-States
30,White,Female,60,United-States
46,White,Male,30,United-States
27,White,Female,45,United-States
19,White,Male,35,United-States
18,White,Female,40,United-States
24,White,Male,50,United-States
32,White,Female,40,United-States
38,Black,Male,40,United-States
19,White,Male,36,Hong
28,White,Male,40,United-States
39,White,Female,55,United-States
38,Asian-Pac-Islander,Male,60,Japan
42,White,Female,40,United-States
31,White,Female,40,United-States
46,White,Female,40,Ireland
53,White,Female,54,United-States
